"id","resource_usage","resource_type","poverty_level","grade_level","payment_processing_charges","total_price_excluding_optional_support","students_reached","num_donors","funding_status","Duration"
65676,1,3,2,1,3.19,250.57,32,3,0,150
65722,1,3,2,3,1.6,162.68,200,2,1,150
65749,1,1,2,2,3.82,293.57,22,5,1,150
65754,1,3,1,2,2.24,199.28,25,12,1,150
65800,2,4,2,3,11.29,943.37,150,3,0,146
65821,1,3,2,3,5.97,522.82,100,2,1,150
65841,2,4,1,1,5.89,445.88,20,3,0,150
65872,1,4,2,2,3.9,319.87,20,3,0,150
65911,2,3,1,1,1.76,165.91,20,3,0,150
65917,2,4,2,4,5.28,425.11,200,12,1,150
65959,1,3,2,1,3.12,264.87,24,5,1,150
65970,1,1,2,1,6.25,457.6,23,2,1,150
65991,1,3,2,1,2.78,234.52,30,4,1,150
66049,2,4,2,4,6,471.89,500,4,0,150
66053,2,4,1,2,3.88,297.78,25,5,1,150
66075,1,2,2,1,5.98,439.98,19,3,0,150
66095,1,4,1,2,4.26,349.07,32,19,1,150
66108,1,3,1,1,6.56,519.08,24,21,1,150
66139,1,1,1,2,3.53,274.09,25,8,1,150
66153,1,2,1,2,3.56,275.69,25,4,1,150
66218,2,2,2,1,3.06,257.92,23,4,1,150
66248,1,1,2,2,2.25,188.2,35,7,1,146
66292,2,3,2,2,4.59,376.19,55,7,1,150
66313,2,4,2,1,2.25,200.96,200,2,1,150
66328,1,3,2,4,5.49,476.83,15,2,1,150
66331,1,2,2,1,1.84,170.94,30,3,1,150
66341,1,4,1,2,8.91,751.64,30,4,0,150
66388,1,3,2,1,1.74,160.77,30,5,1,150
66398,1,3,2,1,4.71,353.76,36,11,1,150
66416,1,2,2,1,4.71,353.46,9,2,1,135
66441,1,1,2,1,9.42,672.12,12,5,1,150
66484,2,1,2,2,3.84,294.63,90,4,1,150
66488,2,3,1,3,6.41,511.6,115,2,1,150
66491,1,3,2,1,4.89,390.98,16,2,1,150
66510,2,4,2,2,2.85,246.76,25,4,1,150
66515,2,4,2,2,9.26,723.5,30,6,1,150
66537,1,3,2,1,8.14,585.94,50,6,1,150
66563,1,1,2,1,1.85,169.98,22,4,1,150
66638,2,4,2,4,4.35,332.32,16,3,1,150
66662,1,4,2,1,5.97,459.62,10,4,1,71
66709,1,3,2,1,5.98,439.88,50,7,1,150
66787,1,3,2,1,3.51,318.77,21,5,1,150
66828,1,3,2,4,1.66,165.15,60,3,1,150
66854,1,4,2,1,5.23,423.49,30,3,0,150
66893,1,1,2,1,1.9,174.95,30,3,1,150
66907,2,4,2,1,9.7,755.82,60,3,0,150
66925,2,2,2,2,3.85,344.46,30,4,1,150
67002,2,1,1,2,2.62,224.49,28,3,1,150
67061,1,3,2,3,4.33,356.69,50,2,1,150
67063,2,3,2,4,5.99,518.29,105,2,0,150
67104,2,3,2,3,9.6,684.5,120,14,1,150
67108,1,3,2,1,3.54,276.61,30,3,1,150
67110,1,3,1,3,4.04,308.04,26,3,1,150
67130,2,4,1,2,10.35,747.32,18,4,0,150
67145,2,4,2,3,7.44,550.4,170,5,1,150
67170,1,3,2,2,3.17,270.76,30,7,1,150
67174,1,2,2,2,5.68,491.49,70,5,0,150
67202,2,1,2,3,3.6,278.38,120,10,1,150
67215,2,3,2,1,3.42,305.26,20,3,0,150
67241,2,4,1,4,4.68,382.92,35,4,1,150
67254,1,4,2,1,2.89,242.87,120,7,1,150
67260,2,4,2,2,3.6,311.56,340,3,1,150
67264,1,3,2,3,5.98,479.18,170,4,1,150
67265,2,3,2,1,2.93,247.83,34,9,1,150
67266,1,3,1,2,2.94,251.6,40,3,0,150
67292,2,1,2,1,8.55,657.69,25,7,0,150
67369,1,3,2,3,6.29,464.93,150,2,1,150
67377,2,1,2,1,3.25,269.86,24,10,1,150
67420,1,1,2,2,8.76,669.3,110,6,0,150
67434,1,3,2,2,3.99,325.57,300,4,1,150
67484,1,1,2,2,2.88,230,25,3,1,150
67496,1,4,2,1,11.29,935.84,23,8,1,150
67501,2,3,2,1,15.94,1113.62,20,3,0,150
67502,1,3,2,1,2.75,239.45,24,4,1,132
67535,1,3,2,2,2.33,198.44,20,4,1,150
67536,2,2,2,2,1.83,168.35,25,4,1,150
67550,1,3,1,1,8.69,676,15,2,0,150
67556,2,2,2,2,2.97,235.97,450,3,1,150
67606,2,4,2,1,3.99,355.92,21,3,1,150
67610,2,4,2,2,9.75,766.12,32,16,1,150
67637,2,4,2,4,6,468.99,75,7,1,150
67662,1,1,2,3,5.9,457.82,90,6,1,150
67669,1,2,2,2,2.45,233.11,100,6,1,150
67686,1,4,2,4,8.07,625.34,100,2,0,150
67708,2,4,2,4,7.5,554.48,200,3,0,150
67721,1,4,2,2,5.4,440.46,100,6,1,150
67726,1,3,2,1,5.61,481.08,36,3,0,150
67782,1,1,1,1,7.49,601.55,19,17,1,150
67786,1,2,1,1,5.72,494.83,90,7,1,150
67809,2,2,2,3,3.29,277.98,180,7,1,150
67811,1,3,2,1,5.38,432.06,25,6,1,150
67823,1,1,2,2,6.69,487.54,50,3,0,150
67854,2,2,2,2,1.9,163.78,26,7,1,150
67891,1,3,2,4,4,328.86,25,4,1,103
67904,1,3,2,4,14.25,1093.98,120,3,0,150
67909,1,1,2,3,5.89,433.65,36,3,0,150
67917,1,3,2,1,5.98,439.73,20,7,1,150
67921,2,3,2,1,3.52,286.39,30,2,1,150
67935,2,4,2,4,5.88,444.81,100,2,1,150
67994,1,4,2,3,8.07,593.06,125,3,0,150
67998,1,2,2,1,1.7,152.78,400,2,1,150
68033,1,3,2,1,3.08,267.9,30,2,0,150
68061,1,4,2,2,4.5,372.18,450,7,1,150
68062,1,1,2,1,6.15,499.67,25,8,1,150
68063,1,2,2,1,7.04,553.95,20,3,0,150
68086,1,3,2,2,8.8,630.65,30,3,0,150
68095,1,3,1,1,3.44,267.44,19,2,0,150
68153,1,1,2,2,3.47,296.68,50,10,1,150
68155,1,3,2,1,5.73,423,60,5,1,150
68176,2,4,2,3,8.07,642.29,98,10,1,150
68219,2,3,2,3,5.81,466.83,90,3,1,150
68234,2,4,2,4,10.5,757.49,175,2,1,150
68253,1,3,2,4,10.48,798.13,80,25,1,150
68255,1,1,2,2,1.66,158.76,30,6,1,150
68257,1,2,2,4,5.36,397.36,11,14,1,150
68260,2,3,2,3,7.04,511.04,50,6,1,150
68262,1,1,1,4,8.95,640.45,120,13,1,150
68263,1,3,2,4,7.59,599.14,200,4,0,150
68264,1,4,2,2,11.18,791.35,350,6,0,150
68272,2,4,2,1,5.89,445.88,24,6,1,150
68277,1,3,2,2,2.25,200.7,430,2,1,150
68282,1,4,2,1,8.89,664.12,18,8,0,150
68286,1,3,2,1,5.95,437.73,20,6,1,149
68327,1,4,2,2,9.37,738.54,30,3,0,149
68337,1,3,2,1,4.5,365.46,40,3,0,149
68386,1,1,2,3,4.9,401.65,10,6,1,150
68413,1,4,1,4,9.43,673.28,35,3,0,150
68441,2,1,2,2,5.02,374.82,23,4,1,150
68448,2,3,2,2,5.8,494.62,55,13,1,150
68484,2,3,2,2,2.39,212.55,30,5,1,150
68528,2,4,2,3,11.41,815.01,175,5,1,150
68537,2,4,1,1,10.35,747.32,25,8,1,150
68574,2,1,2,2,5.57,411.81,90,5,1,150
68592,1,2,2,1,5.97,438.97,18,3,0,150
68606,1,1,2,1,7.17,520.06,18,3,0,150
68642,2,1,2,2,8.18,588.18,100,19,1,150
68677,2,4,1,3,5.01,416.53,232,2,1,150
68691,1,4,2,1,1.74,161.73,24,4,1,150
68698,1,2,2,2,3.92,326.09,30,2,1,150
68726,1,1,2,1,7.42,537.32,30,6,1,150
68739,2,4,2,3,3,239.99,100,2,1,150
68741,1,4,2,4,8.07,593.06,105,10,1,150
68761,1,3,2,3,2.7,217.69,275,3,1,150
68807,1,3,2,2,4.66,378.6,25,11,1,74
68813,2,3,2,1,8.44,661.68,22,6,1,150
68850,1,3,2,2,1.8,158.26,90,4,1,150
68851,2,3,2,1,4.3,326.19,18,8,1,150
68882,2,4,2,1,1.71,170.55,100,3,0,150
68889,1,3,2,3,4.53,399.24,100,2,1,150
68907,1,1,2,1,11.95,843.82,250,3,1,150
68925,1,4,2,4,6.45,483.44,130,3,0,150
68968,1,2,2,3,4.16,344.25,80,10,1,150
69053,1,1,2,2,8.29,597.81,50,10,1,150
69059,1,3,1,3,3.07,263.12,60,6,1,150
69076,1,3,2,1,3.15,247.85,60,2,1,150
69096,1,3,1,1,3.51,272.2,18,2,1,150
69099,2,1,2,4,8.41,603.81,100,4,0,150
69110,2,4,2,3,6,468.99,75,10,1,150
69153,1,1,1,2,5.75,424.2,12,6,1,150
69159,1,1,2,2,2.52,205.72,60,6,1,150
69211,2,3,2,4,3.21,266.76,192,5,1,150
69227,1,3,2,3,11.93,925.69,200,3,0,146
69232,2,4,2,4,10.8,777.76,68,3,0,150
69247,1,2,2,1,6.06,493.72,24,9,1,150
69248,2,2,2,1,3.63,309.8,22,9,1,150
69272,2,3,2,1,3.19,284.05,32,11,1,150
69277,2,2,2,1,5.12,381.69,18,3,0,150
69290,2,4,1,3,5.01,416.53,231,2,1,150
69311,1,4,2,3,8.52,663.26,92,7,0,150
69312,1,2,2,2,3.72,327.02,23,3,0,149
69327,1,1,2,2,4.92,367.77,60,9,1,150
69333,2,3,2,1,3.46,292.32,40,7,1,150
69372,2,3,2,1,6,452.99,36,2,1,150
69442,2,3,2,1,7.65,594.37,60,4,1,147
69451,2,2,2,1,5.16,449.65,200,2,1,150
69458,1,3,2,1,2.41,213.87,13,4,1,150
69465,1,3,2,4,6.9,547.68,30,6,1,150
69488,2,4,2,1,5.37,410.31,22,16,1,150
69551,1,3,2,4,6.7,573.6,20,3,0,150
69596,1,1,2,2,3.88,297.58,24,4,1,150
69597,2,1,1,2,3.7,307.59,70,9,1,150
69637,1,1,2,2,6.65,534.76,28,2,0,150
69665,1,3,2,4,6,444.7,24,3,1,150
69694,2,3,1,1,8.83,632.58,20,2,1,139
69728,1,2,2,1,7.04,511.04,30,8,1,150
69775,2,1,2,2,7.6,588.51,20,20,1,150
69779,2,4,1,1,9.81,710.79,80,10,0,150
69803,1,3,2,2,5.69,423.51,500,3,1,150
69807,2,2,2,2,3.51,307.96,15,7,1,150
69811,1,3,2,2,3.08,266.58,100,3,0,150
69864,2,1,2,2,2.2,193,25,2,1,150
69882,2,2,2,4,7.18,607.94,70,5,1,150
69898,2,1,2,1,5.7,443.67,72,2,1,150
69907,2,3,2,3,2.7,217.65,350,7,1,150
69910,2,1,2,3,2.84,226.84,350,12,1,150
69919,2,4,2,4,1.71,159.01,125,3,0,150
69925,1,1,2,2,4.35,380.25,50,4,1,150
69938,1,3,1,2,4.77,417.11,30,7,1,150
69954,1,3,2,4,8.19,627.66,225,11,1,62
69967,1,3,1,1,3.52,273.27,40,3,0,150
70002,1,2,1,1,2.98,236.48,22,2,1,140
70010,1,1,2,1,4.67,372.52,25,2,0,150
70012,1,2,2,1,9.81,758.87,30,4,1,150
70030,1,1,2,1,2.78,235.95,25,3,1,150
70071,2,4,2,2,9,655.99,145,3,0,150
70138,1,1,2,2,6.95,547.35,22,2,1,150
70149,1,1,2,2,4.41,333.45,50,10,1,150
70153,1,3,2,4,4.84,394.37,150,5,1,150
70170,2,2,1,1,7.04,553.95,25,20,1,150
70172,1,3,2,1,3.14,264.14,25,3,1,150
70197,1,4,2,4,3.24,294.84,60,5,1,150
70202,1,4,2,2,7.5,554.48,100,2,1,150
70214,1,4,2,2,7.5,554.48,100,2,1,150
70236,1,3,2,2,2.86,264.78,23,3,1,150
70265,1,3,2,3,2.56,225.61,30,4,1,150
70376,1,3,2,1,14.35,1093.59,60,3,0,150
70452,1,2,2,1,7.64,582.86,30,16,1,150
70466,2,3,2,1,1.96,193.27,50,2,1,150
70470,1,3,2,2,5.63,416.03,40,3,1,150
70478,2,2,2,2,7.22,615.85,30,7,1,150
70498,1,2,2,1,4.09,339.22,15,3,0,150
70513,1,3,2,1,2.58,229.91,25,5,1,150
70515,2,1,2,4,11.92,897.3,85,7,1,150
70557,2,3,2,1,2.2,197.65,24,8,1,120
70570,1,1,2,2,4.94,399.04,34,4,1,150
70573,1,3,1,4,7.87,625.11,140,2,0,90
70605,1,4,2,4,5.47,474.64,250,3,0,150
70607,1,1,2,2,7.86,630.02,15,3,0,150
70639,1,1,2,2,3.04,253.55,100,5,1,150
70641,1,3,2,2,5.97,438.82,45,4,1,150
70708,2,3,2,2,3.01,238.82,125,4,1,150
70734,2,4,2,1,5.1,392.07,36,4,0,150
70736,1,3,2,1,7.08,561.13,30,19,1,150
70749,1,1,2,1,5.66,448.76,22,3,0,150
70752,2,4,1,4,7.7,644.15,120,16,1,150
70772,1,3,1,1,3,255.23,25,12,1,150
70777,1,3,2,2,3.58,295.52,25,5,1,150
70818,2,1,1,2,4.45,336.41,90,10,1,150
70819,1,3,2,2,4.27,352.44,28,14,1,150
70864,1,4,2,1,11.92,914.32,24,3,0,150
70868,2,4,2,1,5.02,428.31,50,2,1,150
70894,2,3,2,1,4.71,378.2,16,7,1,150
70910,1,4,2,3,4.29,350.36,600,4,0,150
70945,1,4,2,2,7.5,554.48,100,3,1,150
70952,2,1,2,1,5.69,458.14,50,14,1,150
70997,2,4,2,1,5.92,506.86,300,2,1,150
70998,1,4,2,1,5.98,472.5,250,2,0,150
71011,1,4,2,4,4.87,390.53,150,6,1,150
71072,1,4,2,4,16.1,1124.1,200,3,0,124
71078,1,3,2,1,1.81,171.61,27,5,1,150
71088,1,3,2,1,5.97,519.57,150,3,0,150
71126,2,2,2,2,2.32,198.42,130,5,1,150
71157,1,3,2,1,11.93,842.06,22,7,0,150
71201,2,2,2,1,1.77,173.15,24,3,1,83
71222,1,4,2,2,5.4,435.38,30,2,1,150
71276,1,3,2,1,4.67,354.43,9,6,1,150
71313,2,1,2,1,1.61,153,230,5,1,150
71317,1,2,2,1,7.95,584.92,60,8,1,150
71326,1,1,1,1,2.56,208.16,23,4,1,150
71354,1,3,2,2,2.97,259.46,60,6,1,150
71361,1,3,2,1,3.38,286.28,27,4,1,150
71428,2,2,2,2,2.2,196.41,30,4,1,150
71442,2,3,2,1,4.11,312.96,22,7,1,150
71452,2,3,2,2,2.34,207.79,32,3,0,150
71513,1,2,1,2,4.94,388.68,30,2,1,150
71535,2,2,2,1,5.24,416.64,16,5,1,150
71544,2,2,2,1,4.44,358.57,16,2,1,150
71545,1,3,2,3,5.97,478.51,150,6,1,150
71574,1,3,1,4,5.73,487.86,280,13,1,150
71604,2,3,2,2,4.5,365.64,20,5,1,150
71676,2,4,2,1,2.1,198.95,25,3,0,150
71693,1,3,2,3,5.24,424.53,100,7,1,150
71738,1,3,2,1,5.97,475.39,24,17,1,150
71748,1,1,2,4,4.38,358.37,70,3,1,150
71759,1,2,2,4,6,444.98,36,2,1,150
71766,2,4,2,2,2.4,211.93,60,6,1,150
71846,1,1,2,3,7.93,577.62,40,3,1,150
71849,2,4,2,4,7.5,591.24,92,3,0,150
71858,2,4,2,1,4.18,317.93,22,3,0,150
71867,1,2,2,2,2.12,191.02,28,5,1,150
71868,2,2,2,2,1.78,167.02,32,2,1,55
71943,2,2,2,3,5.9,477.21,170,2,1,150
71952,2,3,2,1,4.18,338.13,30,8,1,150
71957,1,3,2,1,5.8,427.34,9,3,0,150
71963,1,1,2,2,10.93,838.48,150,10,1,150
71974,2,1,2,1,2.57,224.66,24,11,1,150
71995,1,1,2,4,5.66,417.76,10,5,1,150
72029,1,3,2,3,3.65,306.56,200,3,1,150
72035,1,2,2,2,5.62,492.9,70,8,1,150
72043,1,3,2,3,4.75,387.9,200,7,1,150
72061,1,4,2,2,11.7,894.45,565,25,1,150
72087,2,1,2,2,7.8,562.8,45,7,1,150
72136,1,2,2,2,9.39,740.42,27,5,1,150
72178,2,1,2,4,6.42,499.38,75,4,1,150
72188,2,1,1,1,7.66,650.43,25,2,0,150
72204,2,2,2,4,4.28,378.25,15,3,1,128
72211,2,4,2,2,7.8,567.98,25,9,1,150
72215,1,4,2,2,8.07,642.29,50,25,1,150
72229,1,3,1,1,5.82,471.49,60,2,1,150
72271,1,4,2,1,6,472.99,17,4,1,150
72294,1,2,1,1,4.18,318.18,60,2,0,101
72315,2,4,1,3,3.45,296.88,135,11,1,128
72326,1,1,2,1,5.99,476.63,25,4,1,150
72335,1,4,2,2,4.5,351.49,24,3,0,150
72341,1,3,1,1,3.32,283.45,23,6,1,150
72344,1,4,2,1,8.14,647.79,24,4,1,150
72355,2,2,2,2,2.42,213.2,32,3,1,150
72358,2,4,2,2,8.83,745.53,35,3,0,150
72373,1,3,2,1,3.82,293.47,22,7,1,150
72375,1,3,2,1,4.5,339.25,22,3,0,150
72394,2,3,1,1,4.46,366.39,36,2,1,150
72436,1,3,1,4,5.95,437.4,75,2,1,150
72442,1,2,1,4,6.82,496.81,60,3,1,150
72447,2,2,2,2,5.4,400.1,600,2,0,150
72448,1,1,2,1,9.96,748.72,18,17,1,148
72454,2,4,2,2,5.25,402.22,600,4,0,150
72455,1,1,1,1,4.81,372.01,18,3,0,150
72485,1,3,2,1,9.03,694.98,24,7,1,150
72512,2,2,2,1,4.44,365.21,9,7,1,150
72526,1,4,2,1,2.55,219.53,9,3,0,150
72557,1,2,2,3,8.78,675.06,120,7,1,150
72566,1,3,2,2,1.63,156.05,30,3,1,150
72592,1,3,2,4,3.81,338.14,180,4,0,150
72613,2,4,2,2,2.53,220.12,40,3,1,150
72621,1,3,2,2,2.2,183.6,29,6,1,88
72661,1,4,2,1,12,1008.19,26,15,1,150
72687,1,3,2,1,6.98,553.67,28,3,0,150
72704,1,1,2,2,5.99,440.39,10,4,0,150
72713,1,3,2,4,2.21,199.4,80,7,1,150
72718,2,3,2,2,5.67,429.76,25,2,1,150
72756,1,4,2,1,1.72,172.67,24,3,0,150
72773,2,4,2,4,3.79,318.58,50,6,1,150
72803,1,3,2,1,4.27,323.97,150,3,1,150
72817,1,3,2,1,3.38,285.98,150,2,0,150
72822,1,1,2,2,3.81,315.7,24,4,1,150
72845,2,4,2,1,5.4,412.38,25,2,0,150
72849,1,4,2,4,10.35,795.96,162,3,0,150
72873,1,3,1,2,5.88,508.13,38,13,1,150
72893,1,1,1,1,2.91,244.33,26,3,1,150
72901,2,4,2,2,6,468.51,500,3,1,150
72903,2,2,2,4,2.92,266.92,140,6,1,150
72920,1,4,2,1,2.55,232.79,24,6,1,150
72947,2,1,2,1,1.61,152.45,25,4,1,150
72956,1,4,2,1,4.5,374.89,24,8,1,150
72958,1,4,2,4,3.5,294.8,150,6,1,150
72974,1,1,1,2,2.64,229.39,38,11,1,150
72979,2,4,2,3,4.77,397.43,100,9,0,150
72984,2,1,2,1,6.51,497.81,60,13,1,150
72990,1,4,2,4,4.44,365.04,150,5,1,150
73004,2,3,1,3,11.79,904.49,15,2,0,146
73044,1,3,2,1,4.42,334.17,22,3,0,150
73059,1,3,2,1,4.44,335.24,22,3,0,150
73076,2,3,2,1,3.91,325.94,40,7,1,150
73080,2,4,2,2,8.98,642.98,30,8,1,149
73090,2,2,2,1,6.44,491.89,32,9,1,150
73091,2,3,1,2,5.98,439.98,25,3,0,150
73094,2,1,2,4,2.1,177.38,57,4,1,150
73122,1,2,1,3,4.27,352.11,40,3,1,154
73128,1,2,1,3,4.8,391.75,45,4,1,150
73140,2,2,2,1,5.89,433.27,50,9,1,150
73161,2,4,2,2,8.7,635.66,30,3,0,150
73175,1,3,2,1,3.32,279.81,25,2,1,61
73208,2,3,2,4,13.01,1072.13,75,2,0,150
73215,1,3,2,1,1.59,160.58,30,2,1,150
73225,2,4,2,4,10.5,799.84,200,4,1,150
73239,2,1,2,4,6.93,537.04,90,12,0,150
73278,1,4,2,1,6.75,544.89,25,11,1,150
73312,1,1,2,1,1.8,163.92,70,4,1,150
73333,1,1,2,1,3.43,281.06,70,2,1,150
73365,2,1,2,2,3.34,261.16,100,4,1,150
73382,2,1,2,2,4.54,381.82,31,2,1,150
73470,1,2,2,3,6.9,513.89,130,10,1,150
73475,2,3,1,3,8.75,710.81,120,5,1,150
73518,1,1,2,1,1.8,165.22,30,3,1,150
73544,1,3,2,2,2.1,187.75,50,3,0,150
73547,1,2,2,1,7.04,549.73,18,3,0,150
73558,1,2,2,2,6.92,552.49,120,3,0,150
73629,1,2,2,1,5.89,469.3,22,8,1,150
73684,2,4,2,1,4.92,390.5,200,2,1,150
73696,1,2,2,2,2.47,229.73,60,3,1,150
73699,1,3,2,1,8.55,620.92,37,4,1,150
73708,2,2,2,1,4.53,357.32,37,5,1,150
73712,1,3,1,1,4.48,338.48,20,5,1,150
73715,1,3,2,1,3.08,243.68,100,6,1,150
73721,1,3,2,4,9.15,715.45,40,5,0,150
73728,2,2,2,2,2.08,185.67,25,3,1,150
73739,1,4,2,3,4.59,404.34,180,12,1,150
73741,1,4,2,1,9,655.96,25,3,0,150
73742,2,3,2,1,1.97,194.73,18,3,1,150
73761,1,3,2,1,5.13,404.17,30,2,0,150
73767,1,4,2,1,5.08,409.93,25,2,0,150
73778,1,3,2,2,6.23,523.07,450,4,1,150
73789,1,3,2,2,8.98,642.68,31,3,1,150
73795,2,3,2,1,4.5,339.2,25,2,1,150
73806,1,1,1,3,5.54,409.65,80,2,1,150
73832,1,4,2,1,5.98,439.98,300,4,1,150
73839,1,4,1,2,10.48,806.27,34,6,1,150
73840,2,1,2,1,4.9,366.85,18,11,1,150
73844,2,3,1,2,2.68,230.73,34,2,1,150
73945,1,1,2,4,3.29,257.49,60,4,1,150
73996,2,2,2,1,1.98,168.78,20,3,1,150
73998,1,2,2,2,1.87,161.62,25,2,1,150
74002,1,1,2,2,5.96,469.46,100,3,0,150
74044,1,4,1,2,11.29,874.48,30,3,0,150
74047,1,4,2,3,11.13,800.18,100,3,0,150
74051,1,3,1,1,2.43,199.13,22,3,0,150
74058,1,1,2,3,3.81,292.73,75,6,1,150
74082,2,4,1,2,7.11,563.51,25,6,1,150
74108,1,3,2,3,2.94,249.11,180,2,1,150
74109,2,4,1,1,7.35,544.29,24,2,0,150
74127,2,2,1,1,3.74,328.58,25,2,0,148
74130,1,3,2,4,5.96,478.28,200,23,1,150
74131,1,2,2,3,3.78,318.56,115,16,1,150
74138,2,2,2,1,8.25,605.24,36,3,0,150
74146,2,3,2,4,2.22,211.93,80,3,0,150
74174,2,1,2,1,1.83,182.19,24,3,1,150
74198,2,4,1,4,7.47,540.17,400,6,0,150
74217,2,3,2,1,6.09,524.87,60,7,1,150
74221,2,3,2,2,2.03,198.12,34,6,1,150
74250,1,1,2,4,4.21,320.01,150,23,1,150
74355,1,3,2,2,1.68,159.68,24,3,1,150
74356,1,3,2,1,4.54,393.8,32,11,1,150
74392,1,1,2,2,9.28,713.61,24,3,0,150
74403,1,4,2,2,12,934.99,20,3,0,150
74406,2,1,2,2,2.44,211.68,22,4,1,150
74420,1,3,2,1,3.84,317.91,25,2,1,150
74423,2,3,2,3,5.48,472.05,150,4,1,150
74429,1,4,2,3,6.9,547.75,120,4,1,150
74479,1,3,2,4,3.21,270.86,50,6,1,150
74481,2,4,1,2,7.5,554.48,34,3,0,150
74497,1,3,2,1,4.57,362.66,30,6,1,150
74516,2,3,2,1,5.49,448.33,30,2,1,150
74531,2,2,2,1,8.37,696.02,25,4,0,150
74545,2,4,2,1,2.25,199.24,450,3,1,150
74553,1,3,2,1,3.13,247.03,40,3,0,150
74563,2,1,1,3,11.22,862.66,100,3,0,150
74566,1,3,2,3,4.83,386.95,20,7,1,150
74591,2,4,2,3,5.47,466.44,40,8,1,150
74653,1,3,1,1,6.66,534.81,25,15,1,150
74692,1,2,2,1,4.18,342.59,20,6,1,150
74704,2,1,2,3,3.36,280.18,240,2,0,150
74755,2,4,2,1,8.89,695.65,18,2,0,150
74759,2,1,2,2,6.74,490.74,25,2,1,146
74790,2,3,2,2,9.72,758.09,32,3,0,150
74801,2,4,2,1,1.6,155.58,36,2,1,150
74802,2,4,2,4,16,1224.15,500,4,1,150
74806,2,4,2,1,11.29,811.27,36,3,0,150
74817,1,4,2,2,4.93,401.62,26,4,1,150
74831,2,3,2,1,4.45,356.47,20,3,0,90
74846,1,3,2,4,12,953.51,150,9,1,149
74858,1,3,2,1,2.73,219.52,500,3,1,150
74890,2,1,2,1,3.36,262.36,30,8,1,150
74936,1,4,2,2,7.85,666.45,80,6,0,150
74938,1,3,2,4,3.36,281.98,25,3,1,150
74946,1,3,2,3,4.69,412.01,180,8,0,150
74954,1,1,2,3,3.27,273.33,90,13,1,150
74960,1,3,2,4,3.96,325.76,25,10,1,150
75003,2,2,2,1,5.47,470.04,20,3,0,150
75004,1,4,2,2,1.77,166.72,16,2,1,150
75020,1,2,2,2,12,934.82,16,3,1,150
75095,1,2,1,2,13.46,1035.82,33,3,0,150
75100,1,1,2,2,2.63,212.68,45,2,1,150
75102,2,4,2,2,5.07,381.43,30,8,1,150
75219,1,4,2,2,4.35,361.63,20,3,0,150
75228,1,4,2,4,5.89,480.27,150,13,1,150
75234,1,3,2,1,4.48,337.98,30,4,0,150
75267,1,3,1,3,4.01,356.77,180,5,1,150
75274,1,4,2,2,3.45,276.3,120,3,1,150
75296,1,4,2,4,7.5,554.48,120,4,0,150
75298,1,3,1,1,1.71,150.41,30,3,0,150
75302,1,1,1,1,2.78,223.38,18,5,1,150
75303,1,4,2,4,4.05,330.17,150,2,1,150
75433,1,3,2,1,4.75,356.73,9,5,1,150
75462,1,4,2,1,9.96,775.58,9,10,1,150
75470,2,1,2,2,2.29,189.89,28,2,1,150
75489,2,4,2,3,2.7,232.36,94,3,0,150
75520,1,1,2,1,2.4,197.4,23,16,1,150
75565,1,3,2,1,2.47,213.45,430,3,0,149
75583,1,1,2,1,8.08,620.56,30,2,1,53
75586,2,3,2,1,2.83,242.18,18,2,1,150
75592,2,4,2,1,6.9,513.88,25,3,0,150
75599,2,1,2,2,2.2,183.6,30,3,0,147
75618,2,3,2,1,2.98,236.51,30,2,1,150
75634,2,1,2,1,1.78,155.23,30,5,1,150
75668,1,3,2,1,7.94,609.43,15,6,1,150
75669,1,1,2,1,5.93,460.3,100,6,1,150
75674,1,4,2,2,12,934.99,30,3,0,150
75734,2,2,1,2,1.68,148.92,23,2,1,150
75791,1,2,1,1,5.98,439.98,25,3,0,150
75820,1,3,2,4,3.5,316.12,28,5,1,150
75828,1,4,2,1,3.75,323.61,20,10,1,150
75856,2,4,2,1,3.88,309.83,22,2,0,150
75911,1,1,2,1,6.7,514.88,23,15,1,149
75934,1,3,2,1,6.69,514.61,120,4,1,149
75938,2,4,2,2,4.53,390.01,25,4,1,149
75946,2,3,2,4,10.8,852.2,120,4,1,149
75982,2,4,2,4,7.84,577.83,160,8,1,149
76013,2,4,2,1,4.04,308.64,22,3,0,149
76022,1,3,1,1,2.55,222.94,25,3,0,149
76023,1,3,2,4,4.57,402.85,170,20,1,149
76057,1,3,2,4,1.8,168.69,80,2,1,150
76066,1,3,2,2,7.04,541.06,25,6,1,150
76101,1,3,2,2,5.67,456.48,90,3,0,149
76120,2,3,1,1,4.17,365.74,25,2,0,149
76124,1,3,1,1,6.69,532.56,25,3,0,149
76180,1,1,2,2,5.41,400.8,40,3,0,150
76206,1,3,2,1,4.18,318.18,28,2,1,150
76243,2,4,2,2,3.9,328.82,50,10,1,150
76245,2,1,2,3,2.69,217.08,30,6,1,150
76351,1,3,2,2,7.04,539.18,30,2,0,150
76358,1,4,2,4,8.85,687.1,100,6,1,150
76376,2,4,1,1,6,489.59,32,3,0,147
76451,2,4,2,2,6,440.95,80,3,0,149
76453,2,2,2,3,5.1,380.1,420,8,0,149
76495,1,1,2,2,7.92,571.02,40,3,1,150
76503,1,1,2,1,5.85,466.67,22,3,1,150
76554,1,2,2,4,4.88,370.34,12,7,1,150
